0,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
842,72242885,SLD,249900,248000,10/13/2017,12/22/2017,,13,13,152-156 Bourne Street,Palmer,MA,1080,Three Rivers,7,3,2496,30,33800,Steven C. Laplante,ERA M Connie Laplante,(413) 536-9111,Schedule with ShowingTime or call 888-627-2775,"Invest In Your Future! Room for everyone, Owner Occupied Duplex on large flat lot, Owner's unit has 7 Rooms, 4 Bedrooms, upper level of owner's unit offers a kitchen, mudroom or dining room, 15X18 living room with cathedral ceiling, full bath & 2 bedrooms, the lower level of the owner's unit offers 2 bedrooms including 15X15 bedroom, half bath & laundry room, owner's unit also has central air, access to multiple decks & 1 car garage; Rental unit offers kitchen, living room, 3 Bedrooms (2 up, 1 down), 1.5 baths & 1 car garage, both units offer HUGE level fenced backyards, both units have their own entrances so there's no common hallways, separate electric & heating systems, city water & sewer, great location for commuters only minutes to MA Pike, excellent opportunity to have all the amenities of a single family home with rental income, live in the smaller unit & rent the larger unit to cover the mortgage, or have family members living under the same roof sharing the bills! Must see!!!",,,2,,,,,,,MF,Bourne Street,152156,152-156,http://media.mlspin.com/photo.aspx?mls=72242885
843,72242930,UAG,229900,,10/14/2017,,,69,69,627 Pleasant St,Paxton,MA,1612,,5,4,2761,168,76117,David Parent,"Prudential Parent Associates, REALTORS®",(508) 363-0700,"Call List Agent, Lock Box","A rare find in this premier town! Center of town 2 family with attached 2 story, 2 car garage/barn. All the expensive updates have been done. Recent roof, hardy board siding, windows, heating systems, electric service, septic,more! Large 1.75 acre lot. First floor is vacant for the new owners, second floor is rented. Separate utilities.  Estate sale, does need minor cosmetics. Hurry!",,,2,,,Paxton Center,,,,MF,Pleasant St,627,627,http://media.mlspin.com/photo.aspx?mls=72242930
844,72242975,SLD,589900,606000,10/14/2017,12/15/2017,,41,18,51-53 Sanford St,Melrose,MA,2176,Wyoming ,5,2,2244,118,4469,Anthony Menounos,Coldwell Banker Residential Brokerage - Boston - Newbury St.,(617) 266-4430,"Call List Agent, Lock Box, Appointment Required, Sign","OPPORTUNITY KNOCKS! GREAT INVESTMENT OPPORTUNITY to own a LEGAL 2 Family Home (has been used as a Single Family for many years), in Melrose. Spacious and Extremely well maintained. Bright & Sunny home; with Hardwood Floors, Two Eat in Kitchens, Enclosed 3 SEASON Porch, Beautiful Yard. High Ceilings, Wood Moldings, Hardwood Floors, Freshly Painted throughout. May need some minor cosmetics. WALK to EVERYTHING, Wyoming Hill Commuter train to downtown Boston & the bus to Oak Grove Orange Line T stop, Middlesex Fells Reservation, Schools, Conant and Gooch Playgrounds, and also very close to the Vibrant Downtown Melrose Center, Restaurants, Shops, Boutiques, Whole Foods. EASY access to Rt. 93 & Rt 128/95. Great Opportunity to own in one of the hottest towns in America as seen on Ch. 5's Chronicle.",,,0,,,,,,,MF,Sanford St,5153,51-53,http://media.mlspin.com/photo.aspx?mls=72242975
845,72243015,ACT,6345000,,10/14/2017,,,128,,86 Berkeley St,Boston,MA,2116,South End,6,9,5928,128,2392,Mark Doherty,Coldwell Banker Residential Brokerage - Boston - South End,(617) 587-4600,"Call List Agent, Accompanied Showings, Appointment Required, Other (See Special Showing Instructions)","Opportunity knocks for a 4-Unit New Construction Building in The Historic South End (on the boarder of Back Bay); four unique apartments have been designed at 86 Berkeley Street (2 bed/3 bath lower duplex & three 2 bed/2 bath floor-throughs):  This sun-filled building with Back Bay sky-line Views offers a hybrid of modern/classic charm with high ceilings, gas fireplaces and designer Thermador kitchens with breakfast bars.   Features include 3 decks, 17” x 27” roof deck, 23’ x 55’ patio/garden, large master & guest bedrooms, designer baths, Bona (natural/light) stained 4” white oak h/w floors, architecturally designed lighting placement, central a/c, pre-wired for Home Automation, washer/dryer hook-ups, custom closets, outdoor spaces plumbed for gas, water & electricity and deeded storage in the basement.  Garage parking available for rent.",,,0,,,,,,,MF,Berkeley St,86,86,http://media.mlspin.com/photo.aspx?mls=72243015
846,72243068,SLD,250000,250000,10/14/2017,12/11/2017,,27,12,67-67A Great Road,Maynard,MA,1754,,6,2,3264,140,12600,Sandra Naroian,Keller Williams Realty North Central,(978) 779-5090,"Appointment Required, Schedule with ShowingTime or call 888-627-2775","Property is being sold ""AS IS WHERE IS"". Property will not qualify for traditional financing. Must be cash buyer.  Buyer responsible for verifying potential future uses outside of 2-Unit multi-family use. Buyer responsible for verifying ALL information. Buyer responsible for clean out of personal property less some exclusions. Great opportunity for an investor.",,,0,,,,,,,MF,Great Road,6767,67-67A,http://media.mlspin.com/photo.aspx?mls=72243068
847,72243082,SLD,459900,459900,10/14/2017,12/28/2017,,39,39,27 Burchstead Pl,Lynn,MA,1902,,6,2,2652,118,3482,Team La Promesa,Prominent Real Estate,(617) 221-4050,--,"Hard to find completely renovated 2 family with full finished basement with full bath. All the bells and whistles include granite counters, stainless appliances,new windows,  new flooring throughout, off street parking, fenced yard and even your own Tiny House! OPEN HOUSE SATURDAY 10/21 AT 12 - 2:00PM",,,0,,,,,,,MF,Burchstead Pl,27,27,http://media.mlspin.com/photo.aspx?mls=72243082
848,72243085,ACT,75000,,10/14/2017,,,128,,19-21 Dewey St,Springfield,MA,1109,Pine Pt Bstn Rd,4,2,2406,109,5001,Jeff Cruz,"Rovithis Realty, LLC",(413) 271-1180,"Call List Agent, Appointment Required","Close to shopping, highway and bus route, this two family home in a quiet neighborhood has lots of potential. The units boast good-sized spaces, and with some updates, it could really shine. The house is being sold ""as is"" so bring your contractor and cash/rehab loan.",,,0,,,,,,,MF,Dewey St,1921,19-21,http://media.mlspin.com/photo.aspx?mls=72243085
849,72243091,CTG,165600,,10/13/2017,,,72,61,898 Rodman St,Fall River,MA,2721,,9,3,3450,118,3569,Ponte Realty Group,Keller Williams South Watuppa,(508) 677-3233,"Schedule with ShowingTime or call 888-627-2775, Other (See Special Showing Instructions)","PRICE REDUCED * Fall River 3 Family located in the South End.  Large 3 family with 3 bedroom units, off-street parking, large bedrooms and double parlors. All 3 apartments have hardwood floors.  Close to all area amenities.  3 units, Repairs exceed $10,000. Repairs may include but not limited to structure, electrical, roof, HVAC, and plumbing; Inspection recommended, Defective paint, window replacement, damaged trim, damaged vanity, discoloration on third floor bedroom wall, missing post on front porch, missing window trim, install railings where missing, smoke and CO detectors. Selling Broker up to 3% of purchase price, Misc.: UI-Eligible for 203K Financing.",,,0,,,,,,,MF,Rodman St,898,898,http://media.mlspin.com/photo.aspx?mls=72243091
850,72243148,SLD,449900,446000,10/15/2017,12/05/2017,,18,3,56 Tribou St,Brockton,MA,2301,,6,3,2748,118,3136,Lony A. Andrade,Imperium Realty,(508) 802-3305,Schedule with ShowingTime or call 888-627-2775,"Totally renovated 2 family, nothing to do but move in. Brand new plumbing system. New electric system. All new kitchens and baths with granite and stainless steel appliances. Townhouse set-up on the 2nd and 3rd floor level. Bonus playroom in the basement. easy to show on lockbox. Shows great.",,,0,,,,,,,MF,Tribou St,56,56,http://media.mlspin.com/photo.aspx?mls=72243148
851,72243151,SLD,235000,246650,10/15/2017,12/28/2017,,26,26,7 Vinson St,Worcester,MA,1605,,6,3,3090,103,2500,Jason Fanning,RE/MAX Advantage 1,(508) 757-4200,Schedule with ShowingTime or call 888-627-2775,"This one is a winning bet for an investor!.. Deleaded three family close to downtown and neighborhood on bus line. Very recent roof, doors, French drain added, foundation partially rebuilt. Building is sided with replacement windows. Separate circuit breaker panels including landlord meter. All units are electric basebord, so no fuel or freeze up worries. Front and back halls refurbished. Off street paved parking. Third floor unit completely renovated including new bath, kitchen, cabinetry etc. Other units great shape. Very small lot without yard to maintain. minimal walks to shovel. Easy highway access. 1st Floor lease at $963, 3rd TAW at $1000, 2nd vacant, was $1000.  *** Multiple offers, highest and best due by 11-7-17 at 12:00 PM ***",,,0,,,,,,,MF,Vinson St,7,7,http://media.mlspin.com/photo.aspx?mls=72243151
852,72243205,SLD,289900,289900,10/15/2017,12/06/2017,,1,1,13 NOTRE DAME,Fall River,MA,2721,,9,4,3960,118,2500,Ronald Rusin,RE/MAX Right Choice,(508) 677-3629,Call List Office,FALL RIVER- 3 FAMILY ALL 3 BEDROOMS 1 AND 1.5 BATHS NEWLY RENOVATED,,,0,,,,,,,MF,NOTRE DAME,13,13,http://media.mlspin.com/photo.aspx?mls=72243205
853,72243244,SLD,240000,235000,10/16/2017,12/19/2017,,16,6,83-85 Pond Street,Swansea,MA,2777,,4,2,1380,73,5663,Martin Desjardins,Keller Williams Realty,(508) 238-5000,"Lock Box, Schedule with ShowingTime or call 888-627-2775","Rare 2 unit in Swansea for sale. Nicely renovated in good residential area of Swansea. Close to the beach. Fully rented at $1100 per unit. Tenants pay all utilities except for cold water. New high efficiency furnaces with natural gas and insulated replacement windows keep energy costs down. New electric service from the street with 2 new CB panels, 100 amp each. 2 washer & dryer hookups in the basement. Each unit includes a newer electric range and refrigerator. Interior of the units are well maintained. Title 5 approved and system was pumped recently.",,,0,,,,,,,MF,Pond Street,8385,83-85,http://media.mlspin.com/photo.aspx?mls=72243244
854,72243249,SLD,349900,360000,10/16/2017,12/18/2017,,17,17,2 Millett St.,Brockton,MA,2301,,8,3,3482,118,5401,Marilyn Breare,"Proline Realty, Inc.",(508) 880-8999,Call List Agent,"Large 3 family located on a quiet side street in a great Brockton location - walk to T!  Very spacious units.  First and second are using the two front, formal rooms as living rooms.  Could easily become the 3rd bedroom.  Lots of built-ins, crown molding, wainscoting and hardwood under some of the wall to wall.  Both units feature bead board, eat-in kitchens with large pantry.  3rd floor unit is a 3 bedroom with eat-in kitchen.  All units have separate porch complete with storage and all have washer and dryers in unit.  Fenced-in yard and separate utilities.  Group showing will be Saturday 10/21 from 10 - 11:30.",,,0,,,,,,,MF,Millett St.,2,2,http://media.mlspin.com/photo.aspx?mls=72243249
855,72243333,UAG,5500000,,10/16/2017,,,177,66,301 Border Street,Boston,MA,2128,East Boston,99,148.5,75000,0,17817,Jason Weissman,Boston Realty Advisors,(617) 375-7900,Call List Office,"Fully approved for over 75,000 gross square feet which includes 6 Stories, 64 Residential Units, 984 Square Feet of Commercial Space and 42 Parking Spaces, this offering is an exceptional opportunity to revitalize an underutilized site and take advantage of its ideal location. The offering not only offers the opportunity to add a critical mass housing to an under-served submarket, but also provides developers the opportunity to create public benefits. The project will create 8 affordable condominium units, commercial retail space that will encourage neighborhood shopping, a yoga studio and plenty more.",,,99,,,,,,,MF,Border Street,301,301,http://media.mlspin.com/photo.aspx?mls=72243333
856,72243341,ACT,299900,,10/13/2017,,,129,,4 Church St,Hardwick,MA,1031,,4,3,2700,127,6534,Terry Hooper,Park Square Realty,(413) 568-9226,"Lock Box, Sign, Schedule with ShowingTime or call 888-627-2775","Multi-family home with so many Extras when remodeled by its current owner. Street facing are 2 separate storefronts with Commercial-retail/office space. Behind it is approx 700 sq ft one bedroom apartment  with its own appliances and hook-ups for laundry. High ceilings, wooden cabinets and built in bookshelves make it feel spacious. Second floor is approx. 2000+ square foot HOME --single  story living but elevated!!  Attention given to detail in every room. Hard wood floors throughout, security system, intercom. This ""apartment"" has a large enclosed porch with 7 rooms;  3 bedrooms, 2 full bathrooms. The master  has a walk-in closet and whirlpool tub. South facing oversized  kitchen has plenty of cabinet space with breakfast counter and pantry closet. Back of the building is fenced  and has a small patio with space for tenant parking. New roof is 2 years old. This would make a wonderful FAMILY home with an extra income from rents.",,,0,,,,,,,MF,Church St,4,4,http://media.mlspin.com/photo.aspx?mls=72243341
857,72243382,SLD,799000,980000,10/16/2017,12/01/2017,,9,9,15-17 Salcombe,Boston,MA,2125,Dorchester,7,3,3615,134,5206,ResCo Homes,Gibson Sotheby's International Realty,(617) 825-0800,Appointment Required,"Attention all developers and investors! Absolutely fantastic opportunity on Jones Hill to purchase and improve this large 3 family building with PARKING. First floor incorporates large, spacious master bathroom. Upper units are sunny with uniquely high ceilings, each with private outdoor space. Basement offers extraordinary ceiling height. Steps to the Savin Hill & JFK T stops, around the corner from the incoming DotBlock development, and a quick walk to the transforming Uphams Corner area... You truly can not beat this location and opportunity! Loads of recent projects to point to for confidence in projections. Don't miss out!",,,0,,,,,,,MF,Salcombe,1517,15-17,http://media.mlspin.com/photo.aspx?mls=72243382
858,72243507,SLD,439900,441500,10/15/2017,12/18/2017,,18,18,21 Kilby,Woburn,MA,1801,,5,2,2013,138,28589,Melissa Jeffery,Century 21 Hughes,(781) 599-1776,Call List Agent,"Contractor or Handy Homeowner Needed!! Multi Family in need of complete rehab,situated on 28,589 square foot lot. This property is being sold in as is condition. Cash or Rehab Buyer's only. This home is in a great location off of Main St in Woburn! Close to all shopping, Dining, & Highway Access. House will be delivered free of tenants. Group showing tonight at 6:00 all offers due in tomorrow by 5:00  Only able to show the first floor & basement.",,,2,,,,,,,MF,Kilby,21,21,http://media.mlspin.com/photo.aspx?mls=72243507
